START,n_1,C_max,Npred_1,CpredAlign,Lambda_max,Jitter,JitterRatio,Status
(7#)17,3570,8.47248673,3570,9.56040498,-1.208060e-01,1.657078,-0.656528,EXPECTED
(7#)35/2,3675,8.65796828,3675,8.96980164,-3.538348e-02,1.629239,-0.191398,EXPECTED
(7#)18,3795,8.16344904,3780,8.97516561,-9.479463e-02,1.599851,-0.507370,EXPECTED
(7#)37/2,3885,8.65284260,3885,9.20083667,-6.140653e-02,1.579242,-0.346998,EXPECTED
(7#)19,3990,8.61525608,3990,9.46311919,-9.386746e-02,1.557788,-0.544274,EXPECTED
(7#)39/2,4095,9.26020575,4095,9.72479959,-4.895301e-02,1.534634,-0.302739,EXPECTED
(7#)20,4200,8.21978002,4290,9.00625752,-9.137617e-02,1.510539,-0.520660,EXPECTED
(7#)41/2,4305,8.45913368,4305,9.15833223,-7.941732e-02,1.483397,-0.471350,EXPECTED
(7#)21,4410,8.62279023,4410,8.91477787,-3.330161e-02,1.471038,-0.198491,EXPECTED
(7#)43/2,4515,8.78519237,4515,9.13914420,-3.949913e-02,1.457512,-0.242847,EXPECTED
(11#)2,4620,9.43200294,4620,9.85504017,-4.387454e-02,1.436921,-0.294405,EXPECTED
(7#)45/2,4725,8.48560494,4725,8.92254105,-5.020959e-02,1.411396,-0.309577,EXPECTED
(7#)23,4830,9.23639960,4830,9.31282494,-8.240320e-03,1.402911,-0.054476,EXPECTED
(7#)47/2,4935,8.55995006,4935,9.10349058,-6.156356e-02,1.387613,-0.391709,EXPECTED
(7#)24,5040,8.47914389,5040,8.89997561,-4.843905e-02,1.368557,-0.307500,EXPECTED
(7#)49/2,5145,8.23437263,5145,8.90485058,-7.827896e-02,1.357136,-0.494039,EXPECTED
(7#)25,5250,8.88898687,5250,8.89146722,-2.789974e-04,1.342000,-0.001848,EXPECTED
(7#)51/2,5355,8.59144749,5355,9.43163416,-9.330214e-02,1.326148,-0.633554,EXPECTED
(7#)26,5460,8.73404796,5460,9.66418656,-1.011980e-01,1.310773,-0.709611,EXPECTED
(7#)53/2,5565,8.44836872,5565,9.03316565,-6.692950e-02,1.299653,-0.449964,EXPECTED
(7#)27,5670,8.27370483,5670,8.88266157,-7.101885e-02,1.285293,-0.473788,EXPECTED
(11#)5/2,5775,9.30254452,5775,9.80885567,-5.299765e-02,1.272624,-0.397848,EXPECTED
(7#)28,5880,8.40421431,5880,8.87767181,-5.480606e-02,1.255490,-0.377110,EXPECTED
(7#)57/2,5985,8.99970987,5985,9.36544994,-3.983504e-02,1.253055,-0.291879,EXPECTED
(7#)29,6090,8.52931444,6090,9.18832073,-7.442420e-02,1.242652,-0.530322,EXPECTED
(7#)59/2,6195,8.61597314,6195,9.00972391,-4.468661e-02,1.231259,-0.319795,EXPECTED
(7#)30,6300,8.26068737,6300,8.86569885,-7.068197e-02,1.221197,-0.495425,EXPECTED
(7#)61/2,6405,8.78106455,6405,9.10902483,-3.666801e-02,1.208283,-0.271427,EXPECTED
(7#)31,6510,8.48065427,6510,9.12006443,-7.268927e-02,1.198831,-0.533361,EXPECTED
(7#)63/2,6615,8.51815935,6615,8.85030251,-3.825136e-02,1.188717,-0.279413,EXPECTED
(7#)32,6765,7.91178535,6720,8.83022853,-1.098274e-01,1.178005,-0.779660,EXPECTED
(7#)65/2,6825,9.18281598,6825,9.62511428,-4.704184e-02,1.169535,-0.378183,EXPECTED
(11#)3,6930,9.57022794,6930,9.77568123,-2.124077e-02,1.163078,-0.176646,EXPECTED
(7#)67/2,7035,8.65754455,7035,8.97720315,-3.625724e-02,1.147420,-0.278589,EXPECTED
(7#)34,7140,8.99867832,7140,9.40100602,-4.373899e-02,1.145817,-0.351127,EXPECTED
(7#)69/2,7245,8.89869542,7245,9.24826424,-3.853120e-02,1.137918,-0.307200,EXPECTED
(7#)35,7350,8.15181074,7350,8.83019336,-7.993683e-02,1.130510,-0.600068,EXPECTED
(7#)71/2,7455,8.83168226,7455,8.96076123,-1.450967e-02,1.121927,-0.115051,EXPECTED
(7#)36,7560,8.65079274,7560,8.82861988,-2.034774e-02,1.113857,-0.159650,EXPECTED
(7#)73/2,7665,8.55978200,7665,8.91874824,-4.108088e-02,1.103907,-0.325178,EXPECTED
(7#)37,7770,9.12968576,7770,9.07090582,6.459147e-03,1.096935,0.053586,OUTLIER
(7#)75/2,7875,7.93215960,7875,8.80635097,-1.045478e-01,1.089506,-0.802374,EXPECTED
(7#)38,7980,8.86151069,7980,9.32440743,-5.091816e-02,1.079359,-0.428863,EXPECTED
(11#)7/2,8085,9.49404748,8085,9.75018762,-2.662151e-02,1.077908,-0.237627,EXPECTED
(7#)39,8190,9.19979531,8190,9.59749546,-4.232094e-02,1.066052,-0.373059,EXPECTED
(7#)79/2,8295,8.67819577,8295,8.91821210,-2.728184e-02,1.064815,-0.225407,EXPECTED
(7#)40,8400,8.39818911,8400,8.82386945,-4.944439e-02,1.055342,-0.403358,EXPECTED
(7#)81/2,8505,8.54937189,8580,8.80740654,-2.973520e-02,1.051988,-0.245283,EXPECTED
(7#)41,8610,8.81029329,8610,9.03374292,-2.504605e-02,1.045128,-0.213801,EXPECTED
(7#)83/2,8715,8.50173807,8715,8.91238909,-4.717172e-02,1.039985,-0.394862,EXPECTED
(7#)42,8820,8.72119273,8820,8.77740297,-6.424565e-03,1.032029,-0.054466,EXPECTED
(7#)85/2,8925,9.64346441,8925,9.37565751,2.816372e-02,1.027118,0.260736,OUTLIER
(7#)43,9030,8.34206329,9030,8.99467373,-7.532201e-02,1.021573,-0.638829,EXPECTED
(7#)87/2,9135,8.48656720,9135,9.12137602,-7.213609e-02,1.012681,-0.626860,EXPECTED
(11#)4,9240,9.63749652,9240,9.73247490,-9.806844e-03,1.011680,-0.093882,EXPECTED
(7#)89/2,9345,8.48036675,9345,8.89884207,-4.816747e-02,1.006591,-0.415735,EXPECTED
(7#)45,9450,8.61855486,9450,8.78786147,-1.945397e-02,1.001152,-0.169112,EXPECTED
(7#)91/2,9555,9.35414843,9555,9.57522295,-2.335889e-02,0.995317,-0.222115,EXPECTED
(7#)46,9660,8.92495168,9660,9.19589165,-2.990591e-02,0.991025,-0.273394,EXPECTED
(7#)93/2,9765,8.57412318,9765,9.09135771,-5.857553e-02,0.982923,-0.526221,EXPECTED
(7#)47,9870,8.74177224,9870,8.97927838,-2.680658e-02,0.981256,-0.242043,EXPECTED
(7#)95/2,9975,9.24857451,9975,9.26324454,-1.584937e-03,0.975870,-0.015033,EXPECTED
(7#)48,10080,8.32911566,10080,8.78912648,-5.375804e-02,0.968228,-0.475106,EXPECTED
(7#)97/2,10185,8.32950717,10185,8.85976849,-6.171634e-02,0.964365,-0.549855,EXPECTED
(7#)49,10290,8.59384526,10290,8.78888360,-2.244142e-02,0.960729,-0.203011,EXPECTED
(11#)9/2,10395,9.44835638,10395,9.71671037,-2.800632e-02,0.957541,-0.280253,EXPECTED
(7#)50,10500,8.52416040,10500,8.78822558,-3.050829e-02,0.950698,-0.277759,EXPECTED
(7#)101/2,10605,8.84761592,10605,8.86117164,-1.530960e-03,0.948693,-0.014289,EXPECTED
(7#)51,10710,8.90730621,10710,9.35231038,-4.875155e-02,0.942913,-0.471946,EXPECTED
(7#)103/2,10815,8.64871912,10815,8.85826103,-2.393924e-02,0.940740,-0.222742,EXPECTED
(7#)52,10920,9.43768576,10920,9.55792434,-1.265979e-02,0.934865,-0.128616,EXPECTED
(7#)105/2,11025,8.55056947,11025,8.77488212,-2.589545e-02,0.932485,-0.240554,EXPECTED
(7#)53,11130,8.57999332,11130,8.91440331,-3.823518e-02,0.929061,-0.359944,EXPECTED
(7#)107/2,11235,8.73451914,11235,8.85651621,-1.387059e-02,0.925055,-0.131881,EXPECTED
(7#)54,11385,8.42939459,11340,8.75612808,-3.802885e-02,0.920763,-0.354851,EXPECTED
(7#)109/2,11445,8.57779617,11445,8.85531783,-3.184114e-02,0.918875,-0.302023,EXPECTED
(11#)5,11550,9.48545130,11550,9.70343584,-2.272085e-02,0.913442,-0.238641,EXPECTED
(7#)111/2,11655,8.60649982,11655,9.01947432,-4.686834e-02,0.911615,-0.453014,EXPECTED
(7#)56,11760,8.39587779,11760,8.76228741,-4.271614e-02,0.907570,-0.403726,EXPECTED
(7#)113/2,11865,8.36774564,11865,8.85030429,-5.606733e-02,0.904239,-0.533663,EXPECTED
(7#)57,11970,8.98693403,11970,9.26594375,-3.057397e-02,0.900020,-0.310004,EXPECTED
(7#)115/2,12075,8.57491459,12075,9.17515859,-6.765865e-02,0.897439,-0.668841,EXPECTED
(7#)58,12180,8.86473307,12180,9.07862676,-2.384211e-02,0.893961,-0.239265,EXPECTED
(7#)117/2,12285,9.18105503,12285,9.51184080,-3.539530e-02,0.890230,-0.371573,EXPECTED
(7#)59,12390,8.40207017,12390,8.91335548,-5.907264e-02,0.886565,-0.576704,EXPECTED
(7#)119/2,12495,8.66043013,12495,9.31390726,-7.274430e-02,0.883857,-0.739347,EXPECTED
(7#)60,12600,8.63111440,12600,8.76403868,-1.528321e-02,0.880300,-0.150999,EXPECTED
(11#)11/2,12705,9.16595724,12705,9.69213587,-5.581850e-02,0.878079,-0.599238,EXPECTED
(7#)61,12810,8.46350784,12810,9.02850409,-6.462297e-02,0.875479,-0.645357,EXPECTED
(7#)123/2,12915,8.71515540,12915,8.97048170,-2.887587e-02,0.871501,-0.292973,EXPECTED
(7#)62,13020,8.71414996,13020,9.05724742,-3.861712e-02,0.867213,-0.395632,EXPECTED
(7#)125/2,13125,8.49533428,13125,8.75319238,-2.990137e-02,0.865676,-0.297869,EXPECTED
(7#)63,13230,8.33251629,13230,8.76130024,-5.017884e-02,0.863569,-0.496525,EXPECTED
(7#)127/2,13335,8.76844060,13335,8.82257857,-6.155202e-03,0.860017,-0.062950,EXPECTED
(7#)64,13440,8.63297568,13440,8.72541354,-1.065061e-02,0.855969,-0.107992,EXPECTED
(7#)129/2,13545,8.82129881,13545,8.96129617,-1.574576e-02,0.854518,-0.163832,EXPECTED
(7#)65,13650,8.95297785,13650,9.51031202,-6.039049e-02,0.852017,-0.654135,EXPECTED
(7#)131/2,13755,8.37142247,13755,8.82032730,-5.223516e-02,0.850090,-0.528067,EXPECTED
(11#)6,13860,9.55432606,13860,9.68225991,-1.330129e-02,0.847086,-0.151028,EXPECTED
(7#)133/2,13965,8.87192975,13965,9.25730513,-4.252065e-02,0.843787,-0.456721,EXPECTED
(7#)67,14070,8.32609536,14070,8.87350649,-6.367544e-02,0.841942,-0.650177,EXPECTED
(7#)135/2,14175,8.40681424,14175,8.75375313,-4.043994e-02,0.838198,-0.413910,EXPECTED
(7#)68,14280,8.79311025,14280,9.31336434,-5.748191e-02,0.836924,-0.621626,EXPECTED
(7#)137/2,14385,8.30958693,14385,8.81575648,-5.913073e-02,0.833673,-0.607156,EXPECTED
(7#)69,14490,8.89487412,14490,9.15232319,-2.853258e-02,0.832372,-0.309296,EXPECTED
(7#)139/2,14595,8.44162097,14595,8.77921464,-3.921261e-02,0.829337,-0.407065,EXPECTED
(7#)70,14700,8.49350364,14700,8.74658945,-2.936225e-02,0.826873,-0.306076,EXPECTED
(7#)141/2,14805,8.91974615,14805,8.91456440,5.810990e-04,0.823480,0.006293,OUTLIER
(7#)71,14910,8.47297674,14910,8.86892303,-4.567148e-02,0.822034,-0.481667,EXPECTED
(13#)/2,15015,10.42234789,15015,10.53563375,-1.081087e-02,0.817547,-0.138568,EXPECTED
(11#)7,16170,9.36233987,16170,9.66501073,-3.181698e-02,0.797304,-0.379618,EXPECTED
(11#)15/2,17745,9.32207485,17325,9.66132142,-3.574520e-02,0.776496,-0.436894,EXPECTED
(11#)8,18480,9.31770329,18480,9.65548977,-3.561047e-02,0.757936,-0.445666,EXPECTED
(11#)17/2,19635,9.85407381,19635,10.28245406,-4.255400e-02,0.742245,-0.577141,EXPECTED
(11#)9,20790,9.50917607,20790,9.64519358,-1.420248e-02,0.729321,-0.186499,EXPECTED
(11#)19/2,21945,10.03630588,21945,10.19840294,-1.602203e-02,0.715293,-0.226616,EXPECTED
(11#)10,23205,9.96342729,23205,10.10376975,-1.398748e-02,0.704085,-0.199326,EXPECTED
(11#)21/2,24255,9.26316555,24255,9.62944158,-3.877939e-02,0.694243,-0.527591,EXPECTED
(11#)11,25935,10.00515405,25935,10.01688365,-1.171669e-03,0.685025,-0.017123,EXPECTED
(11#)23/2,26565,9.68903779,26565,10.07006477,-3.857202e-02,0.677354,-0.562523,EXPECTED
(11#)12,28665,9.64300221,27720,9.61347691,3.066534e-03,0.669700,0.044087,OUTLIER
(11#)25/2,28875,9.33805967,28875,9.60869973,-2.857042e-02,0.661514,-0.409122,EXPECTED
(13#),30030,10.29324643,30030,10.46554006,-1.659997e-02,0.655627,-0.262792,EXPECTED
(11#)27/2,31395,9.61692440,31395,9.87923851,-2.691093e-02,0.649592,-0.403814,EXPECTED
(11#)14,32340,9.25579730,32340,9.59780152,-3.628397e-02,0.644997,-0.530242,EXPECTED
(11#)29/2,33495,9.86602778,33495,9.94537262,-8.010061e-03,0.640128,-0.123952,EXPECTED
(11#)15,34650,9.32153632,34650,9.59082858,-2.847983e-02,0.635788,-0.423557,EXPECTED
(11#)31/2,35805,9.80252643,35805,9.91436023,-1.134408e-02,0.630454,-0.177386,EXPECTED
(11#)16,36960,9.33802928,36960,9.58419450,-2.602010e-02,0.626897,-0.392673,EXPECTED
(11#)33/2,38115,9.35358563,38115,9.58079736,-2.400106e-02,0.623925,-0.364165,EXPECTED
(11#)17,39270,10.20109986,39270,10.21167244,-1.035879e-03,0.621202,-0.017020,EXPECTED
(11#)35/2,41055,9.76303145,41055,9.64340919,1.232826e-02,0.617363,0.193763,OUTLIER
(11#)18,42315,9.55848499,42315,9.71198336,-1.593128e-02,0.615561,-0.249363,EXPECTED
(11#)37/2,42735,9.80136239,42735,9.84317735,-4.257165e-03,0.612920,-0.068223,EXPECTED
(11#)19,43890,9.90341504,43890,10.12743139,-2.236807e-02,0.610895,-0.366702,EXPECTED
(13#)3/2,45045,10.26764128,45045,10.42862632,-1.555723e-02,0.608910,-0.264382,EXPECTED
(11#)20,46410,9.79215333,46410,10.02107583,-2.310907e-02,0.607032,-0.377118,EXPECTED
(11#)41/2,47355,9.54488090,47355,9.80774961,-2.716787e-02,0.605626,-0.434045,EXPECTED
(11#)21,49140,9.40378836,48510,9.56287086,-1.677536e-02,0.604148,-0.263317,EXPECTED
(11#)43/2,49665,9.65248299,49665,9.79205899,-1.435656e-02,0.602865,-0.231521,EXPECTED
(11#)22,51870,9.99806075,51870,9.94877109,4.942114e-03,0.601487,0.081946,OUTLIER
(11#)45/2,51975,9.31934551,51975,9.55704734,-2.518642e-02,0.600364,-0.395930,EXPECTED
(11#)23,53130,9.89328734,53130,10.00612662,-1.134109e-02,0.599626,-0.188183,EXPECTED
(11#)47/2,54285,9.78259187,54285,9.76546018,1.752778e-03,0.598866,0.028607,OUTLIER
(11#)24,55440,9.56399190,55965,9.63614895,-7.516340e-03,0.598227,-0.120618,EXPECTED
(11#)49/2,56595,9.41284344,56595,9.55188350,-1.466328e-02,0.597634,-0.232651,EXPECTED
(11#)25,58695,9.53919817,58695,9.60288465,-6.654105e-03,0.597133,-0.106654,EXPECTED
(11#)51/2,58905,10.14218881,58905,10.18036030,-3.756570e-03,0.596724,-0.063968,EXPECTED
(13#)2,60060,10.28857922,60060,10.40801071,-1.154130e-02,0.596482,-0.200226,EXPECTED
(11#)53/2,61215,9.64534908,61215,9.73065199,-8.805064e-03,0.596360,-0.143039,EXPECTED
(11#)27,62790,9.83540102,62790,9.82524182,1.033456e-03,0.596247,0.017039,OUTLIER
(11#)55/2,64155,9.50337581,64155,9.58991578,-9.065023e-03,0.596257,-0.145139,EXPECTED
(11#)28,64680,9.44756523,64680,9.54334373,-1.008686e-02,0.596332,-0.160613,EXPECTED
(11#)57/2,65835,9.77535774,65835,10.09931069,-3.260247e-02,0.596494,-0.543095,EXPECTED
(11#)29,66990,9.80639681,66990,9.89154565,-8.645509e-03,0.596657,-0.142710,EXPECTED
(11#)59/2,68145,9.55368012,68145,9.70530341,-1.574605e-02,0.596947,-0.253998,EXPECTED
(11#)30,69615,10.09514545,69615,10.00334315,9.135308e-03,0.597240,0.153711,OUTLIER
(11#)61/2,70455,9.49396558,70455,9.69910822,-2.137755e-02,0.597638,-0.343256,EXPECTED
(11#)31,71610,9.74488844,71610,9.86411055,-1.216009e-02,0.598363,-0.199247,EXPECTED
(11#)63/2,73185,9.46959502,72765,9.53635169,-7.024848e-03,0.598692,-0.111504,EXPECTED
(11#)32,73920,9.40564697,73920,9.53519383,-1.367932e-02,0.599622,-0.216048,EXPECTED
(13#)5/2,75075,10.18649755,75075,10.39475855,-2.023862e-02,0.600147,-0.347017,EXPECTED
(11#)33,76230,9.45590124,76230,9.53215934,-8.032259e-03,0.600791,-0.126929,EXPECTED
(11#)67/2,77805,9.76782602,77805,9.91663218,-1.511944e-02,0.601387,-0.247438,EXPECTED
(11#)34,78540,10.05479007,78540,10.16389068,-1.079216e-02,0.602064,-0.181211,EXPECTED
(11#)69/2,79695,9.82619573,79695,9.98251322,-1.578303e-02,0.603045,-0.259214,EXPECTED
(11#)35,80850,9.53983296,80850,9.53044725,9.843286e-04,0.603803,0.015544,OUTLIER
(11#)71/2,82005,9.59156841,82005,9.66680108,-7.813024e-03,0.605062,-0.124339,EXPECTED
(11#)36,83160,9.45076983,83160,9.53067274,-8.419105e-03,0.606035,-0.131845,EXPECTED
(11#)73/2,84630,9.47355972,84630,9.69292630,-2.289164e-02,0.606658,-0.361598,EXPECTED
(11#)37,85470,9.63819940,85470,9.79882942,-1.652862e-02,0.608325,-0.264053,EXPECTED
(11#)75/2,86625,9.63376574,86625,9.52738299,1.110412e-02,0.608594,0.174801,OUTLIER
(11#)38,87780,9.96005196,87780,10.08366346,-1.233435e-02,0.609702,-0.202741,EXPECTED
(11#)77/2,88935,9.47959386,88935,9.52562842,-4.844421e-03,0.610981,-0.075345,EXPECTED
(13#)3,90090,10.38468869,90090,10.38532549,-6.131917e-05,0.612370,-0.001040,EXPECTED
(11#)79/2,91245,9.52712833,91245,9.64607894,-1.240816e-02,0.614358,-0.193618,EXPECTED
(11#)40,92820,9.90654167,92820,9.98020113,-7.407930e-03,0.615550,-0.119664,EXPECTED
(11#)81/2,94185,9.74901323,94185,9.80456723,-5.682248e-03,0.615871,-0.090204,EXPECTED
(11#)41,94710,9.93163966,94710,9.76580503,1.683859e-02,0.617505,0.268556,OUTLIER
(11#)83/2,95865,9.55834658,95865,9.63909811,-8.412787e-03,0.619448,-0.130360,EXPECTED
(11#)42,97020,9.52398656,97020,9.52130740,2.813461e-04,0.620201,0.004320,OUTLIER
(11#)85/2,98175,9.98053734,98175,10.15159168,-1.699358e-02,0.621872,-0.275064,EXPECTED
(11#)43,99330,9.79916613,99330,9.75194587,4.830452e-03,0.624032,0.075670,OUTLIER
(11#)87/2,100485,9.94373926,100485,9.87116173,7.325583e-03,0.624866,0.116149,OUTLIER
(11#)44,101745,9.57006945,101745,9.69272437,-1.273508e-02,0.625710,-0.196025,EXPECTED
(11#)89/2,103740,9.77761627,103740,9.89258818,-1.169009e-02,0.627110,-0.183336,EXPECTED
(11#)45,103950,9.39670907,103950,9.51844393,-1.287185e-02,0.629820,-0.193285,EXPECTED
(13#)7/2,105105,10.36966147,105105,10.37820278,-8.233436e-04,0.631089,-0.013534,EXPECTED
(11#)46,106260,9.97370965,106260,9.96715465,6.574439e-04,0.632083,0.010370,OUTLIER
(11#)93/2,107415,9.85001628,107415,9.84413779,5.969782e-04,0.633878,0.009274,OUTLIER
(11#)47,108570,9.59472534,108570,9.72750203,-1.374363e-02,0.635214,-0.209027,EXPECTED
(11#)95/2,109725,9.97762500,109725,10.07348246,-9.561386e-03,0.636886,-0.150510,EXPECTED
(11#)48,110880,9.31702272,111930,9.59561252,-2.946284e-02,0.638988,-0.435986,EXPECTED
(11#)97/2,112035,9.64774711,112035,9.61473994,3.427097e-03,0.640365,0.051544,OUTLIER
(11#)49,113190,9.40336623,113190,9.51413921,-1.171130e-02,0.642405,-0.172435,EXPECTED
(11#)99/2,114345,9.48605693,114345,9.51493717,-3.039869e-03,0.644822,-0.044788,EXPECTED
(11#)50,116025,9.85034823,116025,9.97687329,-1.276294e-02,0.646807,-0.195615,EXPECTED
(11#)101/2,116655,9.62888952,116655,9.60960489,2.004797e-03,0.648074,0.029757,OUTLIER
(11#)51,117810,10.14771318,117810,10.14462491,3.043779e-04,0.650458,0.004748,OUTLIER
(11#)103/2,118965,9.52419767,118965,9.60647263,-8.601420e-03,0.652322,-0.126126,EXPECTED
(13#)4,120120,10.20435862,120120,10.37246904,-1.634014e-02,0.653486,-0.257252,EXPECTED
(11#)105/2,121485,9.27437145,121275,9.51079902,-2.517305e-02,0.656401,-0.360188,EXPECTED
(11#)53,122430,9.68124523,122430,9.69789238,-1.718049e-03,0.658438,-0.025283,EXPECTED
(11#)107/2,123585,9.52613513,123585,9.60197138,-7.929342e-03,0.658791,-0.115114,EXPECTED
(11#)54,125580,9.67256963,125580,9.79343611,-1.241837e-02,0.661364,-0.182753,EXPECTED
(11#)109/2,126945,9.59062020,126945,9.67251641,-8.502946e-03,0.663567,-0.123418,EXPECTED
(11#)55,127050,9.41872620,127050,9.51006993,-9.651373e-03,0.665774,-0.137199,EXPECTED
(11#)111/2,128205,9.68065367,128205,9.77977033,-1.018657e-02,0.666775,-0.148651,EXPECTED
(11#)56,129675,9.74766229,129675,9.89928653,-1.543520e-02,0.669796,-0.226374,EXPECTED
(11#)113/2,130515,9.43615331,130515,9.59504222,-1.669812e-02,0.671065,-0.236771,EXPECTED
(11#)57,131670,9.97518861,131670,10.06622247,-9.084638e-03,0.674521,-0.134961,EXPECTED
(11#)115/2,132825,9.92832599,132825,9.95963010,-3.148050e-03,0.676219,-0.046293,EXPECTED
(11#)58,133980,9.87792028,133980,9.85887167,1.930265e-03,0.678330,0.028082,OUTLIER
(13#)9/2,135135,10.08048184,135135,10.36798446,-2.812158e-02,0.680682,-0.422374,EXPECTED
(11#)59,136290,9.61557389,136290,9.67251320,-5.904108e-03,0.682541,-0.083423,EXPECTED
(11#)119/2,137445,10.00469707,137445,10.13896126,-1.333086e-02,0.683734,-0.196369,EXPECTED
(11#)60,139230,9.92209541,139230,9.96461755,-4.276444e-03,0.685908,-0.061994,EXPECTED
(11#)121/2,139755,9.59789612,139755,9.50690826,9.525201e-03,0.689442,0.131973,OUTLIER
(11#)61,140910,9.68800166,140910,9.66700333,2.169810e-03,0.691888,0.030349,OUTLIER
(11#)123/2,142065,9.62650566,142065,9.74872634,-1.261634e-02,0.693143,-0.176328,EXPECTED
(11#)62,143220,9.78228987,143220,9.83167594,-5.035817e-03,0.694531,-0.071107,EXPECTED
(11#)125/2,144690,9.44585847,144690,9.53055914,-8.926999e-03,0.696482,-0.121612,EXPECTED
(11#)63,145530,9.55975400,145530,9.50580111,5.659739e-03,0.700162,0.077058,OUTLIER
(11#)127/2,146685,9.42769976,146685,9.58112314,-1.614268e-02,0.701272,-0.218779,EXPECTED
(11#)64,148785,9.46559343,147840,9.50493206,-4.147348e-03,0.631875,-0.062257,EXPECTED
(11#)129/2,148995,9.75541957,148995,9.73534661,2.059741e-03,0.630509,0.031836,OUTLIER
(13#)5,150150,10.40441005,150150,10.36422247,3.870031e-03,0.626612,0.064135,OUTLIER
(11#)131/2,151305,9.53353224,151515,9.60317437,-7.278414e-03,0.621650,-0.112028,EXPECTED
(11#)66,152460,9.54805482,152460,9.50416601,4.607220e-03,0.618913,0.070913,OUTLIER
(11#)133/2,153615,9.98222796,153615,10.06072791,-7.833211e-03,0.614474,-0.127751,EXPECTED
(11#)67,155610,9.83140567,155610,9.88946265,-5.887890e-03,0.610996,-0.095020,EXPECTED
(11#)135/2,156975,9.73469089,156975,9.78658831,-5.317023e-03,0.609403,-0.085161,EXPECTED
(11#)68,157080,10.19215775,157080,10.13356911,5.764990e-03,0.604582,0.096908,OUTLIER
(11#)137/2,158235,9.70269355,158340,9.68928575,1.382819e-03,0.602604,0.022250,OUTLIER
(11#)69,159390,9.90691796,159390,9.95340128,-4.681033e-03,0.598086,-0.077720,EXPECTED
(11#)139/2,160545,9.49676279,160545,9.57157304,-7.846582e-03,0.596159,-0.125487,EXPECTED
(11#)70,162435,9.94342578,162435,9.94263665,7.936513e-05,0.594659,0.001327,OUTLIER
(11#)141/2,162855,9.62845767,162855,9.71207131,-8.646523e-03,0.591590,-0.141337,EXPECTED
(11#)71,164010,9.66328517,164010,9.63844413,2.573972e-03,0.585630,0.042418,OUTLIER
(13#)11/2,165165,10.33415353,165165,10.36101940,-2.596343e-03,0.583963,-0.046006,EXPECTED
(11#)72,166320,9.34621665,166320,9.49965044,-1.628338e-02,0.580005,-0.264539,EXPECTED
(11#)145/2,167475,9.65881412,167475,9.85169864,-1.977301e-02,0.578932,-0.333173,EXPECTED
(11#)73,169260,9.54977310,169575,9.65858388,-1.132965e-02,0.576602,-0.188710,EXPECTED
(11#)147/2,169785,9.58327895,169785,9.50043068,8.682671e-03,0.571352,0.145004,OUTLIER
(11#)74,170940,9.71603852,170940,9.77049250,-5.588898e-03,0.568943,-0.095711,EXPECTED
(11#)149/2,172095,9.55695229,172095,9.56394014,-7.309126e-04,0.566553,-0.012334,EXPECTED
(11#)75,173250,9.41637714,173250,9.49888416,-8.723913e-03,0.564160,-0.146248,EXPECTED
(11#)151/2,174405,9.53476167,174405,9.56330770,-2.989417e-03,0.561185,-0.050867,EXPECTED
(11#)76,175560,9.99068066,175560,10.05639310,-6.555837e-03,0.558046,-0.117755,EXPECTED
(11#)153/2,176715,10.02213411,176715,10.13027803,-1.073271e-02,0.555298,-0.194749,EXPECTED
(11#)77,177870,9.43533784,177870,9.49883747,-6.707434e-03,0.554158,-0.114588,EXPECTED
(11#)155/2,179025,9.97293179,179025,9.82480636,1.496415e-02,0.552092,0.268298,OUTLIER
(13#)6,180180,10.36490489,180180,10.35826085,6.412187e-04,0.549539,0.012090,OUTLIER
(11#)157/2,181545,9.75708658,181545,9.87826916,-1.234346e-02,0.545679,-0.222077,EXPECTED
(11#)79,182910,9.43935091,182490,9.62136217,-1.909863e-02,0.543192,-0.335077,EXPECTED
(11#)159/2,183645,9.63184388,183645,9.68377785,-5.377419e-03,0.541672,-0.095877,EXPECTED
(11#)80,185640,9.86556750,185640,9.95632871,-9.157736e-03,0.538518,-0.168539,EXPECTED
(11#)161/2,185955,9.89916236,185955,9.94820984,-4.942476e-03,0.535863,-0.091530,EXPECTED
(11#)81,187110,9.42904853,187110,9.49700873,-7.181685e-03,0.533491,-0.127388,EXPECTED
(11#)163/2,188370,9.67394877,188370,9.78189469,-1.109662e-02,0.531427,-0.203125,EXPECTED
(11#)82,189420,9.72891497,189420,9.74000068,-1.138811e-03,0.528858,-0.020962,EXPECTED
(11#)165/2,190575,9.42838069,190575,9.49710629,-7.262788e-03,0.526146,-0.130621,EXPECTED
(11#)83,191730,9.47654296,191730,9.61365382,-1.436478e-02,0.525581,-0.260875,EXPECTED
(11#)167/2,193830,9.49772870,192885,9.55382211,-5.888610e-03,0.521521,-0.107557,EXPECTED
(11#)84,194040,9.45246451,194040,9.49605860,-4.601326e-03,0.519597,-0.083900,EXPECTED
(13#)13/2,195195,10.21160232,195195,10.35580197,-1.402238e-02,0.518005,-0.278375,EXPECTED
(11#)85,196350,10.04330323,196350,10.12568467,-8.169165e-03,0.515819,-0.159710,EXPECTED
(11#)171/2,197505,9.97616591,197505,10.05280141,-7.652504e-03,0.514480,-0.148957,EXPECTED
(11#)86,198660,9.52606363,198660,9.72661794,-2.083466e-02,0.510489,-0.392867,EXPECTED
