START,n_0,C_min,Npred_0,CpredAlign,Lambda_min
(13#)53/2,804191,2.552045,810809,2.503222,1.931630e-02
(13#)27,819212,2.562766,825821,2.505362,2.265391e-02
(13#)55/2,831373,2.564720,840839,2.507425,2.259298e-02
(13#)28,850253,2.564273,855851,2.509424,2.162176e-02
(13#)57/2,860422,2.564422,870853,2.511360,2.090867e-02
(13#)29,883648,2.566164,885883,2.513235,2.084141e-02
(13#)59/2,891427,2.564719,900869,2.515052,1.955544e-02
(13#)30,909037,2.548728,915911,2.516816,1.259980e-02
(13#)61/2,915961,2.547074,930911,2.518524,1.127223e-02
(13#)31,944161,2.565326,945943,2.520184,1.775365e-02
(13#)63/2,957844,2.549019,960941,2.521797,1.073684e-02
(13#)32,968299,2.573348,975967,2.523363,1.961524e-02
(13#)65/2,990586,2.569172,990989,2.524885,1.738815e-02
(13#)33,1004449,2.563918,1006003,2.526367,1.475425e-02
(13#)67/2,1016921,2.561834,1021019,2.527806,1.337168e-02
